Exporter,Importer,cross,Year,Quantity_mt ,Value_usd ,Unnamed: 6,Import trade _metric Tons,Import trade _Values _USD ,country1,country2,longitude1,latitude1,longitude2,latitude2,trade_scaled,normal_trade
48,13,SWZ_MOZ,2013,0,2,,0,2,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,0.0,116228.37893543734
48,13,SWZ_MOZ,2014,0,0,,1,6,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,1.2899297762229824e-06,50947.383475861236
48,13,SWZ_MOZ,2015,1,6,,0,0,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,0.0,82659.15195851392
48,13,SWZ_MOZ,2016,0,0,,2,9,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,2.579859552445965e-06,50076.47147106867
48,13,SWZ_MOZ,2017,0,0,,0,5,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,0.0,58970.50076437914
48,13,SWZ_MOZ,2019,0,0,,0,1,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,0.0,66299.52472047883
48,13,SWZ_MOZ,2020,3,5,,3,7,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,3.869789328668947e-06,87923.85085980583
48,13,SWZ_MOZ,2021,0,4,,4,16,SWZ,MOZ,31.39525590206532,-26.48985528852001,35.47261597864435,-17.230448975659677,5.15971910489193e-06,65786.99770046717
48,40,SWZ_GMB,2018,0,0,,0,1,SWZ,GMB,31.39525590206532,-26.48985528852001,-15.431872807730837,13.47533435870166,0.0,76917.80180651387
48,42,SWZ_NAM,2013,0,0,,28,47,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,3.611803373424351e-05,123998.16398579316
48,42,SWZ_NAM,2014,0,0,,1,1,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,1.2899297762229824e-06,54006.58849626599
